1000 4 0 1733011623938240402 0
1004 4 0 1733011623938784042 0
1000 4 1 1733011623975187887 0
1004 4 1 1733011623975507357 0
1000 4 2 1733011624010531163 0
1004 4 2 1733011624010831429 0
1000 4 3 1733011624047144933 0
1004 4 3 1733011624047443770 0
1000 4 4 1733011624082520445 0
1004 4 4 1733011624082819917 0
1000 4 5 1733011624117726342 0
1004 4 5 1733011624118022423 0
1000 4 6 1733011624152982711 0
1004 4 6 1733011624153277569 0
1000 4 7 1733011624187897294 0
1004 4 7 1733011624188188718 0
1000 4 8 1733011624223575715 0
1004 4 8 1733011624223867999 0
1000 4 9 1733011624253615816 0
1004 4 9 1733011624253935923 0
