1000 4 0 1733012217480498556 0
1004 4 0 1733012217482059770 0
1000 4 1 1733012217577689602 0
1004 4 1 1733012217578824724 0
1000 4 2 1733012217669038378 0
1004 4 2 1733012217670109152 0
1000 4 3 1733012217759110067 0
1004 4 3 1733012217760143092 0
1000 4 4 1733012217848836692 0
1004 4 4 1733012217850086831 0
1000 4 5 1733012217962943759 0
1004 4 5 1733012217964242671 0
1000 4 6 1733012218079543942 0
1004 4 6 1733012218080851496 0
1000 4 7 1733012218172450890 0
1004 4 7 1733012218173607116 0
1000 4 8 1733012218261998945 0
1004 4 8 1733012218263034414 0
1000 4 9 1733012218292990637 0
1004 4 9 1733012218294339747 0
