1000 4 0 1733012407684299708 0
1004 4 0 1733012407685138488 0
1000 4 1 1733012407811486394 0
1004 4 1 1733012407812103596 0
1000 4 2 1733012407909824360 0
1004 4 2 1733012407910427484 0
1000 4 3 1733012408005473366 0
1004 4 3 1733012408006078191 0
1000 4 4 1733012408101377822 0
1004 4 4 1733012408101990028 0
1000 4 5 1733012408195669955 0
1004 4 5 1733012408196196911 0
1000 4 6 1733012408290690393 0
1004 4 6 1733012408291284017 0
1000 4 7 1733012408385549341 0
1004 4 7 1733012408386147881 0
1000 4 8 1733012408479630369 0
1004 4 8 1733012408480220728 0
1000 4 9 1733012408509105693 0
1004 4 9 1733012408509710781 0
