1000 4 0 1733012173266976029 0
1004 4 0 1733012173268281917 0
1000 4 1 1733012173360842605 0
1004 4 1 1733012173362373748 0
1000 4 2 1733012173450545852 0
1004 4 2 1733012173451934983 0
1000 4 3 1733012173532642597 0
1004 4 3 1733012173534048448 0
1000 4 4 1733012173615185743 0
1004 4 4 1733012173616602236 0
1000 4 5 1733012173697207659 0
1004 4 5 1733012173698577465 0
1000 4 6 1733012173776819175 0
1004 4 6 1733012173778147527 0
1000 4 7 1733012173867200181 0
1004 4 7 1733012173868670063 0
1000 4 8 1733012173958861998 0
1004 4 8 1733012173960092502 0
1000 4 9 1733012173990572979 0
1004 4 9 1733012173991805225 0
