1000 4 0 1733012040162357024 0
1004 4 0 1733012040163636840 0
1000 4 1 1733012040233159325 0
1004 4 1 1733012040234179994 0
1000 4 2 1733012040299260800 0
1004 4 2 1733012040300474299 0
1000 4 3 1733012040363530870 0
1004 4 3 1733012040364746444 0
1000 4 4 1733012040428264830 0
1004 4 4 1733012040429231646 0
1000 4 5 1733012040495160913 0
1004 4 5 1733012040496128999 0
1000 4 6 1733012040556318836 0
1004 4 6 1733012040557281754 0
1000 4 7 1733012040618182431 0
1004 4 7 1733012040619116388 0
1000 4 8 1733012040683274952 0
1004 4 8 1733012040684243872 0
1000 4 9 1733012040731552358 0
1004 4 9 1733012040732516159 0
