1000 4 0 1733011798227738694 0
1004 4 0 1733011798228564916 0
1000 4 1 1733011798283534587 0
1004 4 1 1733011798284098527 0
1000 4 2 1733011798328528867 0
1004 4 2 1733011798329044057 0
1000 4 3 1733011798373650109 0
1004 4 3 1733011798374169159 0
1000 4 4 1733011798421925560 0
1004 4 4 1733011798422674294 0
1000 4 5 1733011798467109626 0
1004 4 5 1733011798467856499 0
1000 4 6 1733011798515057998 0
1004 4 6 1733011798515647091 0
1000 4 7 1733011798563080491 0
1004 4 7 1733011798563625604 0
1000 4 8 1733011798608742225 0
1004 4 8 1733011798609286531 0
1000 4 9 1733011798638759205 0
1004 4 9 1733011798639306274 0
