1000 4 0 1733012115702341824 0
1004 4 0 1733012115703516712 0
1000 4 1 1733012115786819990 0
1004 4 1 1733012115787725104 0
1000 4 2 1733012115863837914 0
1004 4 2 1733012115864984086 0
1000 4 3 1733012115948006466 0
1004 4 3 1733012115949176415 0
1000 4 4 1733012116031307018 0
1004 4 4 1733012116032470865 0
1000 4 5 1733012116112494999 0
1004 4 5 1733012116113671200 0
1000 4 6 1733012116198750172 0
1004 4 6 1733012116199914365 0
1000 4 7 1733012116288786164 0
1004 4 7 1733012116289960507 0
1000 4 8 1733012116377415285 0
1004 4 8 1733012116378578401 0
1000 4 9 1733012116411663003 0
1004 4 9 1733012116412836888 0
