1000 4 0 1733011178497590155 0
1004 4 0 1733011178497838207 0
1000 4 1 1733011178554274749 0
1004 4 1 1733011178554333720 0
1000 4 2 1733011178583504522 0
1004 4 2 1733011178583572236 0
1000 4 3 1733011178612645366 0
1004 4 3 1733011178612706488 0
1000 4 4 1733011178642440305 0
1004 4 4 1733011178642512670 0
1000 4 5 1733011178671318793 0
1004 4 5 1733011178671380322 0
1000 4 6 1733011178702142981 0
1004 4 6 1733011178702212657 0
1000 4 7 1733011178733269274 0
1004 4 7 1733011178733357488 0
1000 4 8 1733011178764801196 0
1004 4 8 1733011178764875699 0
1000 4 9 1733011178795768260 0
1004 4 9 1733011178795841188 0
