1000 4 0 1733011914484623652 0
1004 4 0 1733011914485635909 0
1000 4 1 1733011914558710571 0
1004 4 1 1733011914559386413 0
1000 4 2 1733011914626529262 0
1004 4 2 1733011914627176529 0
1000 4 3 1733011914693560285 0
1004 4 3 1733011914694188668 0
1000 4 4 1733011914759276442 0
1004 4 4 1733011914759910576 0
1000 4 5 1733011914821976465 0
1004 4 5 1733011914822627208 0
1000 4 6 1733011914883702064 0
1004 4 6 1733011914884351796 0
1000 4 7 1733011914945553125 0
1004 4 7 1733011914946240255 0
1000 4 8 1733011915034484902 0
1004 4 8 1733011915035180165 0
1000 4 9 1733011915098813491 0
1004 4 9 1733011915099472404 0
